filename, Critical Defect, Major Defect, Minor Defect, No defect
IMG_20221108_093702_jpg.rf.0ae78a33aa0683c34b32acaf12e18807.jpg, 0, 0, 0, 1
IMG_20220925_160730_jpg.rf.0ae2ed28a4e23445892e646a177aee66.jpg, 1, 0, 0, 0
IMG_20220709_182749_1_jpg.rf.0afd5bb09655315bd27142c2ffcfb0db.jpg, 0, 0, 1, 0
IMG_20221108_102031_jpg.rf.0b08447eb25549a1d8f45875b4a77617.jpg, 0, 0, 0, 1
IMG_20220624_152547_1_jpg.rf.0af23ef1b8f5b8e0ee74c2697c88102d.jpg, 0, 0, 0, 1
IMG_20220929_170211_jpg.rf.0b1c8e496038d2f408b37497fbd6b821.jpg, 1, 0, 0, 0
IMG_20220929_170506_jpg.rf.0b46fa733f66fb3592b222bc00991d9f.jpg, 1, 0, 0, 0
IMG_20221108_102059_1_jpg.rf.0b49ad4107897fac33f915dc90464d24.jpg, 0, 0, 0, 1
IMG_20220924_175312_jpg.rf.0b431fa629426b884cbc2d4319c21aae.jpg, 0, 0, 1, 0
IMG_20220929_164054_jpg.rf.0b4e9e6aa0052d27e3607f583497c692.jpg, 1, 0, 0, 0
IMG_20220929_130714_jpg.rf.0b3a27f68141a57baf0427a25d5a57c4.jpg, 1, 0, 0, 0
IMG_20220923_222355_jpg.rf.0b5dfd7b25e6ebbb0263b4baa925fad3.jpg, 0, 1, 0, 0
IMG_20220929_130008_jpg.rf.0b5a23159d4abeb05510092776071eb7.jpg, 1, 0, 0, 0
IMG_20221108_113545_jpg.rf.0b2f11ae95bb76ecba4d8d24239f8dd9.jpg, 0, 0, 1, 0
IMG_20221108_092615_jpg.rf.0af71cf7c6624d32b4ab0dc131bafa4f.jpg, 0, 0, 0, 1
IMG_20220929_175146_jpg.rf.0b1510711636a9d1ca4556286673baea.jpg, 1, 0, 0, 0
IMG_20221108_090815_jpg.rf.0b638be53f54b75596be9e0d10e8adbe.jpg, 0, 0, 0, 1
IMG_20221108_093832_jpg.rf.0b6437e3731eb5e7a2056dc196254189.jpg, 0, 0, 0, 1
IMG_20221108_113049_jpg.rf.0b7191b5137e6c874a2af12b2b08b842.jpg, 0, 0, 1, 0
IMG_20220924_184341_jpg.rf.0b932edfcae74ff6e2418cb45db71dfe.jpg, 0, 0, 1, 0
IMG_20221108_094128_jpg.rf.0b8dc839a27abcb0fc27e045edd0c4ab.jpg, 0, 0, 0, 1
IMG_20220923_221158_jpg.rf.0b9b2377a834f97d7b4ecf2e5f1a3193.jpg, 0, 1, 0, 0
IMG_20220923_224648_jpg.rf.0beb8ca52f3a9f97b60af95aea8342d3.jpg, 0, 1, 0, 0
IMG_20221108_093439_1_jpg.rf.0bbe5069a547dcce4d2fdc61a09fddfe.jpg, 0, 0, 0, 1
IMG_20220923_195127_jpg.rf.0bd8afa1cbc51103d57669430b38d597.jpg, 0, 1, 0, 0
IMG_20220929_113712_1_jpg.rf.0bce6eca0ea5128c09107aa6c2d5d43e.jpg, 0, 1, 0, 0
IMG_20220925_141515_jpg.rf.0bfae1e0bb7b643ad7f5c4fdf2825d15.jpg, 0, 1, 0, 0
IMG_20220929_175801_jpg.rf.0bf37c995c56bf0325a1f78e725d4c4e.jpg, 1, 0, 0, 0
IMG_20221108_111316_jpg.rf.0c0ea9f6981cccbda89d5f8e9ae04674.jpg, 0, 0, 1, 0
IMG_20221108_091814_jpg.rf.0bfe60054e8d1b0293f80b5a348fcf54.jpg, 0, 0, 0, 1
IMG_20220709_173401_jpg.rf.0c20965b9109ac3e48e364fd199cd194.jpg, 0, 0, 1, 0
IMG_20220624_153255_jpg.rf.0c257e37e45232702e645e1b52ba1f21.jpg, 0, 0, 0, 1
IMG_20220709_191115_jpg.rf.0c2a128ace59a07339ea9a6c87901109.jpg, 0, 1, 0, 0
IMG_20221108_113424_jpg.rf.0c9861a03600225abc65f809d9e99086.jpg, 0, 0, 1, 0
IMG_20220925_171226_jpg.rf.0c38ff83580671995ac1eb36d0133190.jpg, 1, 0, 0, 0
IMG_20221108_093015_jpg.rf.0c93d205815aeb34e7cd26b7db4f1525.jpg, 0, 0, 0, 1
IMG_20221108_101659_jpg.rf.0c20b11c0ea209a3586793ecd45dcc2a.jpg, 0, 0, 0, 1
IMG_20220925_141239_jpg.rf.0c797cca840ddfb2716cb344face4166.jpg, 0, 1, 0, 0
IMG_20220925_171937_jpg.rf.0ccd57204d5bde4e24e54260072f70c1.jpg, 1, 0, 0, 0
IMG_20221108_111422_jpg.rf.0cb06882ee7c263b5991686b37de9dcf.jpg, 0, 0, 1, 0
IMG_20220924_010526_jpg.rf.0cc9f037b54204b9c39bef8dc47b6fb6.jpg, 0, 1, 0, 0
IMG_20221108_101535_jpg.rf.0cb2b7f2f94db50e536bbd1b8a5edd8d.jpg, 0, 0, 0, 1
IMG_20220923_193017_jpg.rf.0cda5bccd02852d1ea11ac17f87d4dce.jpg, 0, 1, 0, 0
IMG_20221108_110424_jpg.rf.0cdb6a26ccdf4bfb339479d0d71c496c.jpg, 0, 0, 1, 0
IMG_20221108_090410_jpg.rf.0cdd2be309ca7574e74991bb6f30e134.jpg, 0, 0, 0, 1
IMG_20221108_114122_jpg.rf.0d080bea909cdd32ccf3957c84d1d388.jpg, 0, 0, 1, 0
IMG_20221108_101722_jpg.rf.0d0eb9c3bf67d700a755e5989b7fb3ad.jpg, 0, 0, 0, 1
IMG_20221108_093932_jpg.rf.0d1600edc877184f022487a5d013c68c.jpg, 0, 0, 0, 1
IMG_20220709_182308_1_jpg.rf.0d1c242a3d9f6c710cce2e402dbfd104.jpg, 0, 0, 1, 0
IMG_20220925_134554_jpg.rf.0d15d21ae76757a54bee92bf33bb343d.jpg, 0, 1, 0, 0
IMG_20221108_114024_jpg.rf.0d4611c440b45dbb2638b41bf15b7f76.jpg, 0, 0, 1, 0
IMG_20220925_173003_jpg.rf.0d27b9a3bfc24b26fe41cde61a12bc38.jpg, 0, 0, 1, 0
IMG_20221108_111025_jpg.rf.0d7d0e3afc1e27625d6141b6924282c7.jpg, 0, 0, 1, 0
IMG_20221108_110523_jpg.rf.0d3e1a39397a51772af4b7d5504d284e.jpg, 0, 0, 1, 0
IMG_20220923_220604_jpg.rf.0db0a10cce2dfeace07b8c8ae105699b.jpg, 0, 1, 0, 0
IMG_20220929_172611_jpg.rf.0d6a5ad9872f293d179652ed9368da30.jpg, 1, 0, 0, 0
IMG_20220929_113926_jpg.rf.0d4ee838a2f5595791b24f552df0bc65.jpg, 0, 1, 0, 0
IMG_20221108_093651_jpg.rf.0d3e4161bfd3e570e2d097024de16947.jpg, 0, 0, 0, 1
IMG_20220924_174237_jpg.rf.0d469ef739a5fdefd68162f08de2a33b.jpg, 0, 0, 1, 0
IMG_20220923_192046_jpg.rf.0d7f505ced3cbd06d66e11fef4d349e6.jpg, 0, 0, 1, 0
IMG_20221108_090905_jpg.rf.0d85ff5a1e247928912da9b145b462fc.jpg, 0, 0, 0, 1
IMG_20221108_111824_jpg.rf.0dadbd7d8b82d3698ed687a0caab63d8.jpg, 0, 0, 1, 0
IMG_20220929_173546_1_jpg.rf.0db9ff2cac47e31bed4a76ae9fac6333.jpg, 1, 0, 0, 0
IMG_20221108_111641_jpg.rf.0dc2df6e3d327cf931e5f4442899ee7e.jpg, 0, 0, 1, 0
IMG_20220924_170020_jpg.rf.0e155caa4194584b270ec7aec3a984bf.jpg, 0, 0, 1, 0
IMG_20220709_191504_jpg.rf.0dd8141f206b3f1749b82d30512bef80.jpg, 0, 1, 0, 0
IMG_20221108_101534_jpg.rf.0dc7b1d6e539d3ad0f167ef73071d4e6.jpg, 0, 0, 0, 1
IMG_20221108_091258_jpg.rf.0df70ece9f6357a0df53699ada09d829.jpg, 0, 0, 0, 1
IMG_20221108_092715_jpg.rf.0e1bba3a095dcb158d268cd0ccd324e6.jpg, 0, 0, 0, 1
IMG_20220929_131056_jpg.rf.0df88f73639510c013e380e142cc1750.jpg, 1, 0, 0, 0
IMG_20220925_142820_jpg.rf.0df5bd0ea7ed0e10840fcfe561395557.jpg, 0, 1, 0, 0
IMG_20220929_131052_jpg.rf.0e28d8728131396ab6763da0b70fde8c.jpg, 1, 0, 0, 0
IMG_20221108_112944_jpg.rf.0e44624dc9257939069c9e25e2e090ce.jpg, 0, 0, 1, 0
IMG_20220929_173519_jpg.rf.0e3cf5a06931c4caf7791a03778b9a49.jpg, 1, 0, 0, 0
IMG_20220925_163612_jpg.rf.0e4d282ad6c1aa37d2e18d2b74bc9748.jpg, 1, 0, 0, 0
IMG_20220929_125528_jpg.rf.0e661d8deedca7e5152556f507201220.jpg, 1, 0, 0, 0
IMG_20221108_091313_jpg.rf.0e4e2a8a9063b4c55e54fc2cc2d53bf9.jpg, 0, 0, 0, 1
IMG_20220923_200912_jpg.rf.0e71ca1313e74e2047f90f3904d20611.jpg, 0, 1, 0, 0
IMG_20220709_173605_jpg.rf.0e86bfac1a054e31bb6249f3117b4bca.jpg, 0, 0, 1, 0
IMG_20220923_222910_jpg.rf.0ea0248345152b58239715030e569f0d.jpg, 0, 1, 0, 0
IMG_20220624_151909_jpg.rf.0eaa8d490a08e47aace64a475d69da78.jpg, 0, 0, 0, 1
IMG_20220709_180158_jpg.rf.0e8b012c176a4f42c791273fb864c687.jpg, 0, 0, 1, 0
IMG_20220925_153852_jpg.rf.0eb427bdac4283384e28afb8bbf8c000.jpg, 1, 0, 0, 0
IMG_20220929_173524_jpg.rf.0ea056df1a650e3af48a589d53d02a72.jpg, 1, 0, 0, 0
IMG_20221108_113529_jpg.rf.0f0ad27c867e301e58573ed2f9b62c54.jpg, 0, 0, 1, 0
IMG_20221108_090756_jpg.rf.0f1a9d3dd4c9d2409800586e7a06a84a.jpg, 0, 0, 0, 1
IMG_20220709_191402_jpg.rf.0ed7d81227d1b514c75b7b454306599c.jpg, 0, 1, 0, 0
IMG_20220923_221127_jpg.rf.0ee7fe53bb4b42531a372d058a19bfe6.jpg, 0, 1, 0, 0
IMG_20220924_172124_jpg.rf.0ed99b7494f5ec4ca4b33e46cc945c0c.jpg, 0, 0, 1, 0
IMG_20220925_142852_jpg.rf.0eea23d725feb6351aa2be7bd2d4cfe8.jpg, 0, 1, 0, 0
IMG_20220923_225342_jpg.rf.0ee54086563b0b6d59235bf6f2515bfe.jpg, 0, 1, 0, 0
IMG_20220925_143016_jpg.rf.0f1606ca663bd90d87b078a585da5ed5.jpg, 0, 1, 0, 0
IMG_20220923_225003_jpg.rf.0ed0e8d34039210e1a015e914d85ab0a.jpg, 0, 1, 0, 0
IMG_20221108_092921_jpg.rf.0f2218a851f0747634bee4abf805ca0d.jpg, 0, 0, 0, 1
IMG_20221108_092251_jpg.rf.0f255266c9238dea2a0d40818d147397.jpg, 0, 0, 0, 1
IMG_20220929_115813_jpg.rf.0f27d79adbffa5156ace1d9cbd49d388.jpg, 0, 1, 0, 0
IMG_20220923_192822_jpg.rf.0f481753256491eb48769dc4ed055be3.jpg, 0, 0, 1, 0
IMG_20221108_113832_jpg.rf.0f52e81479e9ca1a6bef413719b21efb.jpg, 0, 0, 1, 0
IMG_20220929_120517_jpg.rf.0f762c853ee8247702ea542e21b6e254.jpg, 0, 1, 0, 0
IMG_20220923_225350_jpg.rf.0f5227e107c0c50bc495eb1f5c32c527.jpg, 0, 1, 0, 0
IMG_20221108_114237_jpg.rf.0f94babd078c1757bcca4280fea8cbd1.jpg, 0, 0, 1, 0
IMG_20220924_165933_jpg.rf.0f89d95dd9318c84cbf808390f772c43.jpg, 0, 0, 1, 0
IMG_20220709_182709_jpg.rf.0f88bd0795cf42162bff02a1a8244bee.jpg, 0, 0, 1, 0
IMG_20220925_173351_jpg.rf.0f62862de7895d6f336de532404d5360.jpg, 0, 1, 0, 0
IMG_20220924_170233_jpg.rf.0f40172bffb7c29e793f045bc595badb.jpg, 0, 0, 1, 0
IMG_20221108_110640_jpg.rf.0f8d75f91449f259e3879d6616c09456.jpg, 0, 0, 1, 0
IMG_20220624_152924_jpg.rf.0fb2ecba285a5819fdf491f4b601db54.jpg, 0, 0, 0, 1
IMG_20220929_154133_1_jpg.rf.0f9f414cce49980ab687e637bbab6f71.jpg, 0, 1, 0, 0
IMG_20220923_222717_jpg.rf.0fbe9756bea8e7b7ea3d47c7f7aaf4fe.jpg, 0, 1, 0, 0
IMG_20220709_175656_jpg.rf.0fb5d6b7e133202a6e9605bcdd6ed108.jpg, 0, 0, 1, 0
IMG_20221108_091818_jpg.rf.0fda2ac61c227aa3fa589efc37e1ea93.jpg, 0, 0, 0, 1
IMG_20220929_171503_jpg.rf.0fc069d379ea4cbda931a8ca8bd389f0.jpg, 1, 0, 0, 0
IMG_20221108_091421_jpg.rf.0fc897144264f8c5125e82f09a3f9e87.jpg, 0, 0, 0, 1
IMG_20221108_113537_jpg.rf.0fe1c16b57b6f25497b4512f3118655f.jpg, 0, 0, 1, 0
IMG_20221108_093103_jpg.rf.0ff22f1496d290053a6ed1be5e0ca58f.jpg, 0, 0, 0, 1
IMG_20220925_160726_jpg.rf.1004e747c252add6e09283d8f1dfab5b.jpg, 1, 0, 0, 0
IMG_20220925_135234_jpg.rf.0ff731d7211e06f0e6b1260dcaeffd51.jpg, 0, 1, 0, 0
IMG_20220624_153405_1_jpg.rf.0fff13a8886fd57e6ba09b2d90980802.jpg, 0, 0, 0, 1
IMG_20220929_155417_jpg.rf.1025a16eae224f328298f76871afb270.jpg, 0, 1, 0, 0
IMG_20221108_092626_jpg.rf.101124083285ca5e6d156fc30f487ecc.jpg, 0, 0, 0, 1
IMG_20220929_121224_jpg.rf.1037514ad3f943ea7c7434673bd5eb6b.jpg, 0, 1, 0, 0
IMG_20220923_225403_jpg.rf.1036537c529c2218682c6d63009de788.jpg, 0, 1, 0, 0
IMG_20220924_182024_jpg.rf.1049d1beb1d6e13f4e1b2319f6291f37.jpg, 0, 0, 1, 0
IMG_20220929_131358_1_jpg.rf.103d92e07e5ff3f76e064818d3e32baf.jpg, 1, 0, 0, 0
IMG_20221108_091852_1_jpg.rf.1064d8f681c808138ad4fbf74a6058b2.jpg, 0, 0, 0, 1
IMG_20220924_195605_jpg.rf.104bdd070a842b98d581853e73949672.jpg, 1, 0, 0, 0
IMG_20220925_151732_jpg.rf.104785ca99af47566c262030925af085.jpg, 1, 0, 0, 0
IMG_20221108_090932_jpg.rf.1098405b93fd2d05d643d2a7eae78ce7.jpg, 0, 0, 0, 1
IMG_20221108_093705_jpg.rf.103aaf001f1419629e9c4e2675afe69a.jpg, 0, 0, 0, 1
IMG_20220624_152221_1_jpg.rf.10743be940b2d67735c0aac11dfee42f.jpg, 0, 0, 0, 1
IMG_20220924_171036_jpg.rf.1089853ddf2222fbea1d9f23b363fd99.jpg, 0, 0, 1, 0
IMG_20221108_094150_jpg.rf.108f52ae910f382bc252b6ec048f68bb.jpg, 0, 0, 0, 1
IMG_20220925_153109_jpg.rf.1063a816145bc6fa32f04425b45ee0a3.jpg, 1, 0, 0, 0
IMG_20220929_175314_jpg.rf.1074a2ca04509b0ea74135681613027c.jpg, 1, 0, 0, 0
IMG_20220925_160442_jpg.rf.10d4eeeabe17923daf937ff6333b2f4d.jpg, 1, 0, 0, 0
IMG_20220924_195926_jpg.rf.10bd9cb21aeeb3b6b718dd3727da26bd.jpg, 1, 0, 0, 0
IMG_20220924_004455_jpg.rf.10b257afc1121a62cd9b61a36ba64eed.jpg, 0, 1, 0, 0
IMG_20220925_165852_jpg.rf.10afdb29af6fb35e00d0d16e2338632e.jpg, 1, 0, 0, 0
IMG_20220929_171519_jpg.rf.10e0cb89d5796b507e42a6d555924adc.jpg, 1, 0, 0, 0
IMG_20221108_094151_jpg.rf.10eaf60931b833ca926068f6b78b58f8.jpg, 0, 0, 0, 1
IMG_20220709_175838_jpg.rf.112e315e2bf7770452b5412bd683381a.jpg, 0, 0, 1, 0
IMG_20220929_155206_jpg.rf.10d89a378743f48168a91315bc93c41d.jpg, 0, 1, 0, 0
IMG_20220709_192959_jpg.rf.110809d5f10746ef9ea940cb6efbf122.jpg, 1, 0, 0, 0
IMG_20220929_174658_1_jpg.rf.112bd5a11baaf1f9514919782233333c.jpg, 1, 0, 0, 0
IMG_20221108_111510_jpg.rf.112de1d8b7e6d6ebec904e14ee81caae.jpg, 0, 0, 1, 0
IMG_20221108_111830_jpg.rf.10ed17c0613f94fc317e2c48a16cd7e1.jpg, 0, 0, 1, 0
IMG_20220924_182206_jpg.rf.113d29811d3894c71ae49ce5e282821a.jpg, 0, 0, 1, 0
IMG_20220929_131136_1_jpg.rf.114e2bc19437aca42ef6acfa63ad6d98.jpg, 1, 0, 0, 0
IMG_20221108_101346_jpg.rf.11504b2ed76fda1aa5caa951410ab600.jpg, 0, 0, 0, 1
IMG_20221108_110542_jpg.rf.1141f5fa3aedb9ecca4170857fb99b83.jpg, 0, 0, 1, 0
IMG_20221108_110717_jpg.rf.1167a30d67f42269cd9c9ef1051fd81a.jpg, 0, 0, 1, 0
IMG_20221108_114059_jpg.rf.11665c789c5cf5b4d4882d7204c4d875.jpg, 0, 0, 1, 0
IMG_20221108_101753_jpg.rf.11561183be26ea9f8ccdd1301d6499f5.jpg, 0, 0, 0, 1
IMG_20220924_170952_jpg.rf.1185fb45f18bea88a912496004e3a3e4.jpg, 0, 0, 1, 0
IMG_20220929_125659_jpg.rf.118dada2367b08009b8ef52d50e7a36d.jpg, 1, 0, 0, 0
IMG_20220923_224033_jpg.rf.119ce4f41b5d9375a017de82faed4f9c.jpg, 0, 1, 0, 0
IMG_20220924_173909_jpg.rf.11bbc6a8a70a40ba8baeb75c4b303fd0.jpg, 0, 0, 1, 0
IMG_20221108_113616_jpg.rf.11bcf7b570a73bbb713f6798c6d513af.jpg, 0, 0, 1, 0
IMG_20220929_175219_jpg.rf.11b905cb867a9ec722f924cfb793e3bb.jpg, 1, 0, 0, 0
IMG_20220924_005356_jpg.rf.11c2f5d54341abe6f24cab6ee6520463.jpg, 0, 0, 1, 0
IMG_20220929_170235_jpg.rf.11d23680ce97ae88c07b17cd22db1a75.jpg, 1, 0, 0, 0
IMG_20220709_184843_jpg.rf.11dbb632da9c72964e396413a5fa789e.jpg, 0, 0, 1, 0
IMG_20220925_165918_jpg.rf.11e71b41fe6dace43ac2ab4f33871daa.jpg, 1, 0, 0, 0
IMG_20220924_011420_jpg.rf.11e643bc2630660a1c69c7abb72ddfeb.jpg, 0, 1, 0, 0
IMG_20220925_140152_jpg.rf.11dd51a86306bb1f56803831b6653a7a.jpg, 0, 1, 0, 0
IMG_20220925_142127_jpg.rf.11f20e44af24d51ded6cbdc79023f20b.jpg, 0, 1, 0, 0
IMG_20220923_224851_jpg.rf.120f6ec68ffb623bb47e8c254e8f0372.jpg, 0, 1, 0, 0
IMG_20221108_113429_jpg.rf.11fe16c399ba2906a29c4a2bacc021d7.jpg, 0, 0, 1, 0
IMG_20221108_092935_1_jpg.rf.11f30bd909db8b49d74f01bebe173877.jpg, 0, 0, 0, 1
IMG_20220924_171218_jpg.rf.121276857668dacb148733ccc7d1ad4b.jpg, 0, 0, 1, 0
IMG_20220929_131129_jpg.rf.12140da561d6cd6682b06a612d97ce3c.jpg, 1, 0, 0, 0
IMG_20220924_182728_jpg.rf.123aff06a2f0fe6073501c13dddb498c.jpg, 0, 0, 1, 0
IMG_20220924_011815_jpg.rf.12268efefb6ceb11883340189d942057.jpg, 0, 0, 1, 0
IMG_20221108_102017_jpg.rf.1268eba30897319f6d93ce5358d2a895.jpg, 0, 0, 0, 1
IMG_20221108_094625_jpg.rf.125a4a5935ac3b3db5de9a2ad8b7a768.jpg, 0, 0, 0, 1
IMG_20221108_101530_jpg.rf.1233a0a7145fbb52adf7a3fd2f907a0e.jpg, 0, 0, 0, 1
IMG_20220929_120603_1_jpg.rf.1237504270a05269f5b188da4d2bbd39.jpg, 0, 1, 0, 0
IMG_20221108_114032_jpg.rf.1269430e4d224f21403a363afb8d0012.jpg, 0, 0, 1, 0
IMG_20220923_223034_jpg.rf.12691d0708ee2bdb41c7a684e9834296.jpg, 0, 1, 0, 0
IMG_20220923_223114_jpg.rf.12754a0d5d4dbf933113afacaa6bbe12.jpg, 0, 1, 0, 0
IMG_20220924_003950_jpg.rf.126b2177e2887e6e2fec3b91462ec52b.jpg, 0, 1, 0, 0
IMG_20220624_153516_1_jpg.rf.1288428e8bd8e9cd2ca62eb0ed927e94.jpg, 0, 0, 0, 1
IMG_20221108_094057_jpg.rf.12903b8431b2d589f26e855e22a39d4f.jpg, 0, 0, 0, 1
IMG_20220624_154031_1_jpg.rf.12947553fe60f1278540e9b95736ed11.jpg, 0, 0, 0, 1
